iter	RMSE
486	122.1669922
487	122.157373
488	122.150647
489	122.1439233
490	122.1385959
491	122.1285804
492	122.1155926
493	122.1106937
494	122.1036412
495	122.0971329
496	122.0834548
497	122.0735492
498	122.0650954
499	122.0555611
500	122.0510887
501	122.0423341
502	122.0363623
503	122.0259509
504	122.0204175
505	122.01399
506	122.0001588
507	121.9916777
508	121.9832881
509	121.9762473
510	121.9690324
511	121.9639414
512	121.9569586
513	121.9428352
514	121.9344113
515	121.9240225
516	121.9149331
517	121.9078885
518	121.901073
519	121.894873
520	121.8878234
521	121.8799776
522	121.8744123
523	121.8679203
524	121.8527781
525	121.8413424
526	121.8349831
527	121.8265877
528	121.8177535
529	121.8104811
530	121.8040718
531	121.7977329
532	121.7923015
533	121.7848997
534	121.7780964
535	121.7729227
536	121.7625222
537	121.7551554
538	121.750296
539	121.7443862
540	121.7383025
541	121.7284427
542	121.7213948
543	121.7140481
544	121.7093306
545	121.7036633
546	121.6988975
547	121.6931537
548	121.6858887
549	121.6807071
550	121.6759837
551	121.6646286
552	121.6573052
553	121.6509977
554	121.6451871
555	121.6369953
556	121.633153
557	121.6269334
558	121.6205115
559	121.6161586
560	121.6090728
561	121.6041818
562	121.5996794
563	121.5921575
564	121.5837385
565	121.579569
566	121.5712956
567	121.5623774
568	121.5574806
569	121.5518333
570	121.5458173
571	121.5411885
572	121.5347265
573	121.5305782
574	121.5251918
575	121.5174469
576	121.5130318
577	121.5067473
578	121.5012061
579	121.4948787
580	121.4874871
581	121.4837519
582	121.474792
583	121.4698431
584	121.4650748
585	121.4593781
586	121.4541643
587	121.4465072
588	121.4413647
589	121.4367808
590	121.4324819
591	121.4230304
592	121.4163338
593	121.4108312
594	121.4037374
595	121.3997657
596	121.3945706
597	121.3891082
598	121.382136
599	121.3757829
600	121.3711978
601	121.3646336
602	121.359625
603	121.3545362
604	121.3502537
605	121.3439713
606	121.3374695
607	121.3302988
608	121.321402
609	121.316117
610	121.309504
611	121.3034881
612	121.3000816
613	121.2946192
614	121.2903135
615	121.284471
616	121.2801521
617	121.2725462
618	121.2682611
619	121.2631218
620	121.2543544
621	121.2492769
622	121.2444604
623	121.2396142
624	121.2335111
625	121.2271358
626	121.2154497
627	121.2116084
628	121.2037514
629	121.1952179
630	121.1887764
631	121.1841845
632	121.1770857
633	121.1708077
634	121.1646257
635	121.159543
636	121.1531159
637	121.145806
638	121.1379142
639	121.1277527
640	121.1219607
641	121.1148962
642	121.1087929
643	121.0979227
644	121.0943198
645	121.088388
646	121.0836524
647	121.076973
648	121.0684317
649	121.0634137
650	121.0595108
651	121.0542582
652	121.0485011
653	121.0441073
654	121.036951
655	121.0303542
656	121.0251314
657	121.02109
658	121.0147499
659	121.0095102
660	121.0059958
661	121.0006505
662	120.9970011
663	120.9938304
664	120.9886825
665	120.9830684
666	120.9785073
667	120.9729107
668	120.96743
669	120.9601222
670	120.9537313
671	120.9455468
672	120.9419204
673	120.9375253
674	120.9327465
675	120.9273878
676	120.9216191
677	120.9150586
678	120.909508
679	120.9040542
680	120.8988841
681	120.8952481
682	120.8862352
683	120.8823484
684	120.8772218
685	120.8716283
686	120.8660803
687	120.8633212
688	120.859691
689	120.8557784
690	120.8487974
691	120.8390318
692	120.8360615
693	120.8319453
694	120.827078
695	120.8229788
696	120.8186026
697	120.8148943
698	120.8069609
699	120.8022243
700	120.7949696
701	120.7895115
702	120.7824164
703	120.7762986
704	120.7725004
705	120.7683551
706	120.7633921
707	120.7598103
708	120.7562933
709	120.7504496
710	120.7446976
711	120.7394506
712	120.7328741
713	120.7283881
714	120.7238083
715	120.7199269
716	120.7171641
717	120.7123073
718	120.7068846
719	120.7002966
720	120.6970925
721	120.6912932
722	120.6853548
723	120.6799675
724	120.6767378
725	120.6722806
726	120.6672484
727	120.664092
728	120.6591987
729	120.6523164
730	120.6489652
731	120.6439336
732	120.6399609
733	120.634202
734	120.6256849
735	120.6174863
736	120.6118083
737	120.6080818
738	120.6036455
739	120.5979127
740	120.5924907
741	120.5880484
742	120.5829335
743	120.5782258
744	120.574375
745	120.5693096
746	120.5662452
747	120.5630763
748	120.5587685
749	120.5556419
750	120.5495266
751	120.5456864
752	120.5402181
753	120.5371903
754	120.5317006
755	120.5269495
756	120.521504
757	120.5184014
758	120.5131127
759	120.5085136
760	120.5046572
761	120.5008518
762	120.4971115
763	120.4915781
764	120.4865935
765	120.4803827
766	120.4751858
767	120.4716278
768	120.4643739
769	120.4604512
770	120.4565102
771	120.4514795
772	120.4480471
773	120.4446781
774	120.4338805
775	120.4293071
776	120.423775
777	120.4187813
778	120.4143194
779	120.4091335
780	120.4046166
781	120.4012436
782	120.396602
783	120.391137
784	120.3885916
785	120.3834698
786	120.3806031
787	120.3748927
788	120.3702032
789	120.3667513
790	120.3639915
791	120.3590441
792	120.355585
793	120.3516019
794	120.3486252
795	120.3437873
796	120.3388844
797	120.3333534
798	120.3290444
799	120.3261464
800	120.3219199
801	120.3174606
802	120.3146142
803	120.3123371
804	120.3088843
805	120.3055538
806	120.3026806
807	120.2957402
808	120.2930588
809	120.2892413
810	120.2847409
811	120.2811481
812	120.2752703
813	120.2697481
814	120.2668986
815	120.2623986
816	120.2597817
817	120.2549748
818	120.2501885
819	120.2448771
820	120.2419719
821	120.2367642
822	120.2329696
823	120.2275812
824	120.2244565
825	120.2209249
826	120.2152087
827	120.2127524
828	120.2065897
829	120.2010812
830	120.1966165
831	120.1935426
832	120.1908375
833	120.1873355
834	120.1826854
835	120.1789928
836	120.1759715
837	120.1719932
838	120.1633785
839	120.160571
840	120.1564615
841	120.1527925
842	120.1500277
843	120.1467977
844	120.1433373
845	120.1392739
846	120.1344808
847	120.1295986
848	120.1272716
849	120.1244946
850	120.1202982
851	120.1168027
852	120.1120953
853	120.1085338
854	120.1034854
855	120.0979579
856	120.0951828
857	120.0912248
858	120.0846641
859	120.0815916
860	120.0782825
861	120.0736441
862	120.0693772
863	120.0636829
864	120.0591235
865	120.0524807
866	120.0472993
867	120.0359789
868	120.0311524
869	120.0259676
870	120.0198905
871	120.0142882
872	120.0106695
873	120.0080904
874	120.0023817
875	119.9982794
876	119.9940019
877	119.9881557
878	119.9821459
879	119.9779636
880	119.9746469
881	119.9721245
882	119.9638953
883	119.9614772
884	119.9564551
885	119.9527623
886	119.9482956
887	119.9457191
888	119.9410422
889	119.9351448
890	119.9305178
891	119.9276473
892	119.9249531
893	119.9200494
894	119.9174108
895	119.9138211
896	119.9098603
897	119.9074516
898	119.9048854
899	119.899011
900	119.8958586
901	119.8900026
902	119.8870355
903	119.8827583
904	119.8799858
905	119.8764447
906	119.8732622
907	119.869179
908	119.8654041
909	119.8637413
910	119.8563143
911	119.853669
912	119.8488359
913	119.8439442
914	119.837841
915	119.8335967
916	119.8307341
917	119.8264884
918	119.8223992
919	119.8184898
920	119.8157506
921	119.8132205
922	119.8090878
923	119.8062056
924	119.8010284
925	119.7965979
926	119.7946566
927	119.7915822
928	119.7875242
929	119.7817199
930	119.779436
931	119.7759924
932	119.773174
933	119.7665952
934	119.7635962
935	119.7598213
936	119.7565836
937	119.7542271
938	119.7516432
939	119.7463335
940	119.7426083
941	119.7375782
942	119.7345961
943	119.7295377
944	119.7278504
945	119.7240392
946	119.7212093
947	119.715905
948	119.71221
949	119.7092284
950	119.7052319
951	119.70284
952	119.6987602
953	119.6949706
954	119.6920808
955	119.6887616
956	119.6867503
957	119.6845536
958	119.6816826
959	119.6797773
960	119.6744382
961	119.6726972
962	119.6693849
963	119.6665623
964	119.6634338
965	119.6604319
966	119.658294
967	119.6553768
968	119.6524176
969	119.6493508
970	119.6465617
971	119.6423931
972	119.6398648
973	119.6357825
974	119.6339329
975	119.6313448
976	119.6270015
977	119.6182397
978	119.6166946
979	119.612617
980	119.6085386
981	119.6059955
982	119.5996239
983	119.5959069
984	119.5903165
985	119.5873112
986	119.5830797
987	119.5800523
988	119.5769941
989	119.5724555
990	119.569243
991	119.564234
992	119.5599239
993	119.5566781
994	119.5516103
995	119.5487656
996	119.5462029
997	119.5431384
998	119.5400915
999	119.538255
